job_title,salary_usd,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,benefits_score,company_name
ML Ops Engineer,101526,SE,FT,Finland,S,Finland,0,"Hadoop, PyTorch, Java, Statistics",Master,7,Media,5.7,Algorithmic Solutions
Data Scientist,177589,SE,CT,Switzerland,S,Switzerland,50,"Kubernetes, Python, TensorFlow, PyTorch, R",Associate,7,Education,5.6,DeepTech Ventures
Autonomous Systems Engineer,71388,EN,PT,Netherlands,S,Belgium,50,"Linux, Git, Kubernetes",Associate,1,Manufacturing,7.0,TechCorp Inc
AI Consultant,103643,SE,CT,Finland,S,Portugal,0,"Linux, Azure, Python",Master,6,Manufacturing,8.8,Cognitive Computing
Autonomous Systems Engineer,80194,MI,PT,Finland,M,Finland,100,"Python, GCP, Statistics",Associate,3,Automotive,6.4,Algorithmic Solutions
Machine Learning Researcher,206097,SE,CT,Denmark,L,Denmark,100,"Python, Data Visualization, Spark",Master,8,Energy,8.5,AI Innovations
Principal Data Scientist,131432,SE,FT,Sweden,S,Canada,100,"Linux, PyTorch, Deep Learning, Python",Master,9,Gaming,6.5,Autonomous Tech
Machine Learning Researcher,69981,EN,PT,Sweden,S,Sweden,50,"Python, Deep Learning, TensorFlow, Scala",Master,0,Technology,5.3,Cognitive Computing
AI Software Engineer,265839,EX,CT,Canada,L,Canada,0,"Tableau, SQL, Hadoop, Computer Vision, PyTorch",Master,16,Technology,9.9,Cloud AI Solutions
Research Scientist,211110,EX,FT,Switzerland,S,Switzerland,100,"SQL, Git, Tableau, Statistics",Associate,14,Energy,8.1,Cloud AI Solutions
Machine Learning Researcher,225610,EX,PT,Denmark,M,Denmark,50,"PyTorch, Deep Learning, TensorFlow",Associate,14,Telecommunications,7.1,Predictive Systems
AI Product Manager,95435,EN,FT,Norway,M,Ukraine,50,"SQL, Tableau, AWS, Java, R",PhD,0,Government,9.1,Advanced Robotics
Deep Learning Engineer,65703,EN,FT,Ireland,S,United States,100,"Hadoop, Computer Vision, SQL, R, PyTorch",PhD,1,Gaming,9.4,DataVision Ltd
AI Architect,128508,EX,FT,Finland,S,Nigeria,50,"Kubernetes, Docker, Spark",Master,16,Technology,10.0,Algorithmic Solutions
Data Analyst,101791,MI,FT,Norway,S,Norway,50,"R, Python, TensorFlow, Spark, Computer Vision",Bachelor,2,Technology,7.1,Predictive Systems
Data Scientist,187401,EX,FT,United Kingdom,M,Germany,100,"TensorFlow, Docker, Spark, Python",Bachelor,12,Energy,9.5,TechCorp Inc
Data Scientist,123489,MI,PT,Denmark,M,Sweden,0,"Hadoop, Python, Data Visualization, Kubernetes",Associate,3,Gaming,8.1,Predictive Systems
Computer Vision Engineer,277649,EX,FT,United States,L,Japan,100,"Statistics, SQL, Deep Learning",Associate,15,Media,9.6,Advanced Robotics
Head of AI,272031,EX,FL,France,L,France,0,"PyTorch, TensorFlow, Data Visualization",PhD,12,Healthcare,9.6,DataVision Ltd
AI Software Engineer,98207,MI,FL,Sweden,S,Sweden,50,"R, Hadoop, Tableau, SQL, GCP",Associate,4,Real Estate,8.4,Predictive Systems
Data Scientist,66452,EN,FT,Germany,S,Germany,50,"Java, Kubernetes, Tableau, NLP",Associate,0,Government,8.0,Algorithmic Solutions
ML Ops Engineer,91651,MI,FT,Germany,L,Belgium,50,"Hadoop, Spark, Data Visualization, Statistics",Bachelor,2,Energy,5.1,Autonomous Tech
Machine Learning Researcher,70793,MI,FT,Singapore,S,Singapore,100,"R, SQL, Azure",Associate,2,Gaming,8.0,DataVision Ltd
Data Engineer,206433,EX,FL,France,L,Nigeria,50,"Mathematics, Linux, Tableau, Azure",Bachelor,16,Transportation,8.6,Algorithmic Solutions
AI Specialist,224471,EX,PT,Canada,M,Canada,100,"SQL, NLP, Azure",Master,17,Government,5.4,Neural Networks Co
Data Scientist,152349,EX,FT,Japan,S,Japan,50,"MLOps, Scala, Java",Associate,10,Healthcare,5.5,Quantum Computing Inc
AI Consultant,138467,EX,FT,Sweden,M,Sweden,0,"Python, Hadoop, SQL, Computer Vision",Associate,19,Technology,10.0,Digital Transformation LLC
AI Architect,51087,SE,FT,China,M,China,50,"Data Visualization, Git, Kubernetes, Spark, R",PhD,8,Government,7.2,Autonomous Tech
Deep Learning Engineer,167528,SE,CT,Denmark,M,Denmark,50,"Scala, Azure, Mathematics, PyTorch, Statistics",Master,5,Retail,5.8,Smart Analytics
Deep Learning Engineer,85346,EN,PT,Japan,L,Japan,100,"Scala, Java, Python, MLOps, TensorFlow",Associate,1,Manufacturing,8.7,DeepTech Ventures
Robotics Engineer,102765,MI,FL,Denmark,S,Denmark,0,"Linux, Git, Tableau",Bachelor,3,Technology,8.5,DataVision Ltd
Data Engineer,121918,MI,FL,Germany,L,Germany,50,"Kubernetes, Statistics, Tableau",Associate,2,Gaming,5.7,Autonomous Tech
Computer Vision Engineer,135145,SE,PT,United Kingdom,M,United Kingdom,100,"AWS, Linux, TensorFlow",Associate,9,Consulting,10.0,DeepTech Ventures
Deep Learning Engineer,108427,MI,FL,Austria,L,Austria,0,"Tableau, GCP, Linux",Associate,2,Real Estate,8.8,Smart Analytics
AI Software Engineer,86830,SE,CT,France,S,France,100,"Statistics, AWS, R, GCP, Azure",Master,6,Automotive,5.3,Cognitive Computing
Head of AI,161626,SE,PT,Norway,L,Norway,50,"PyTorch, SQL, TensorFlow, Python, Deep Learning",Bachelor,7,Finance,5.1,Quantum Computing Inc
Data Analyst,99310,EX,FT,China,S,Vietnam,50,"Scala, Java, Deep Learning",Associate,14,Transportation,5.8,TechCorp Inc
Machine Learning Engineer,46056,EN,CT,France,S,France,100,"Kubernetes, Scala, GCP",Associate,1,Government,7.8,Smart Analytics
Computer Vision Engineer,145606,EX,CT,Germany,M,Germany,50,"Java, SQL, Hadoop, Kubernetes",PhD,12,Real Estate,6.7,Quantum Computing Inc
Data Engineer,111513,MI,FL,United States,S,Finland,0,"Kubernetes, Azure, Deep Learning, Data Visualization, SQL",Associate,3,Healthcare,7.5,AI Innovations
Data Scientist,174441,EX,PT,Ireland,M,Romania,50,"Data Visualization, Azure, Python",Bachelor,11,Real Estate,9.5,Future Systems
Data Analyst,132621,SE,PT,Finland,L,Finland,50,"Scala, Docker, Spark, Statistics",Master,7,Education,7.3,Quantum Computing Inc
AI Product Manager,61440,SE,FT,China,M,Japan,0,"Scala, Mathematics, Java",PhD,5,Telecommunications,8.0,Neural Networks Co
AI Software Engineer,179937,SE,PT,Netherlands,L,Netherlands,50,"Python, TensorFlow, NLP, Kubernetes",Associate,6,Real Estate,8.1,Machine Intelligence Group
Machine Learning Engineer,62085,SE,PT,China,L,China,50,"NLP, PyTorch, Kubernetes, Linux, SQL",Bachelor,6,Technology,9.1,AI Innovations
Robotics Engineer,132763,SE,CT,Singapore,S,Singapore,50,"Hadoop, Tableau, R, Deep Learning",Associate,6,Manufacturing,7.5,DeepTech Ventures
Robotics Engineer,107261,MI,CT,Germany,L,Germany,50,"Hadoop, Tableau, Java, Git",Associate,3,Manufacturing,9.7,AI Innovations
ML Ops Engineer,93917,SE,CT,Australia,S,France,100,"Git, Python, NLP",Master,5,Manufacturing,9.7,Smart Analytics
AI Specialist,269663,EX,FL,United Kingdom,L,Singapore,100,"Mathematics, Git, SQL, TensorFlow",Master,13,Government,8.7,AI Innovations
Computer Vision Engineer,106704,MI,FL,Ireland,L,Ireland,100,"R, Git, Azure, Scala, Python",PhD,3,Telecommunications,5.7,DeepTech Ventures
Data Scientist,93881,MI,FT,Austria,M,Austria,100,"Scala, MLOps, Java, TensorFlow",Bachelor,3,Healthcare,7.5,Machine Intelligence Group
Research Scientist,180417,EX,FL,Singapore,S,Singapore,100,"TensorFlow, Java, Tableau",Master,15,Transportation,8.1,DataVision Ltd
Head of AI,211366,EX,CT,Austria,S,Austria,100,"R, SQL, Kubernetes, Git, Tableau",Associate,17,Consulting,6.6,Future Systems
Autonomous Systems Engineer,113840,SE,CT,Canada,S,Canada,50,"Linux, Python, Tableau, Data Visualization",PhD,7,Technology,9.2,Digital Transformation LLC
Autonomous Systems Engineer,71562,MI,PT,Canada,S,Canada,0,"Hadoop, R, Linux, Computer Vision",Bachelor,4,Gaming,6.7,DeepTech Ventures
ML Ops Engineer,219405,EX,FL,Netherlands,L,Netherlands,0,"Java, MLOps, TensorFlow, NLP, SQL",Master,14,Automotive,6.1,Future Systems
Data Analyst,53532,EN,PT,Sweden,S,Brazil,0,"Kubernetes, Statistics, Tableau, Mathematics, Java",Bachelor,1,Energy,8.4,Algorithmic Solutions
Autonomous Systems Engineer,52353,EX,CT,India,M,India,50,"R, Computer Vision, MLOps, Spark",Master,19,Government,6.8,TechCorp Inc
AI Consultant,105569,SE,CT,South Korea,M,France,0,"Python, Java, Data Visualization, Deep Learning",Associate,7,Manufacturing,6.9,Future Systems
Machine Learning Researcher,50242,EN,CT,France,M,Australia,50,"Python, Java, NLP",Associate,0,Government,7.3,DeepTech Ventures
AI Consultant,64165,EN,PT,Finland,L,Finland,100,"Kubernetes, Deep Learning, Data Visualization, Python",Master,0,Healthcare,5.9,Quantum Computing Inc
AI Architect,158136,EX,CT,Germany,M,Germany,50,"Kubernetes, Python, Linux, Docker",PhD,19,Manufacturing,10.0,Advanced Robotics
Data Analyst,74902,EN,FL,Japan,M,Japan,0,"Computer Vision, Python, NLP, GCP, Scala",Associate,0,Manufacturing,8.0,Quantum Computing Inc
Computer Vision Engineer,142525,EX,CT,Finland,M,Finland,0,"PyTorch, Kubernetes, NLP, Java",Bachelor,14,Gaming,6.7,DeepTech Ventures
Data Scientist,124502,SE,CT,Austria,M,Austria,100,"Linux, Tableau, Python, Computer Vision, TensorFlow",Master,7,Retail,6.0,DeepTech Ventures
Deep Learning Engineer,181761,EX,FT,South Korea,M,South Korea,50,"Tableau, Computer Vision, Kubernetes",PhD,10,Government,9.5,Cloud AI Solutions
AI Research Scientist,244804,EX,FT,Denmark,S,Denmark,100,"Azure, Computer Vision, TensorFlow, Python, GCP",PhD,12,Real Estate,9.3,Advanced Robotics
NLP Engineer,91436,MI,PT,Finland,M,Ireland,0,"Data Visualization, Spark, SQL",PhD,4,Telecommunications,7.2,Machine Intelligence Group
ML Ops Engineer,102787,SE,CT,Germany,M,Egypt,100,"Data Visualization, SQL, Python, Computer Vision",Bachelor,5,Transportation,7.7,AI Innovations
AI Specialist,133233,SE,FT,Sweden,M,Sweden,50,"SQL, PyTorch, Linux, Deep Learning",Master,8,Manufacturing,6.2,Advanced Robotics
Deep Learning Engineer,212689,EX,PT,Austria,L,Norway,50,"SQL, Git, Hadoop, Docker, GCP",Master,13,Telecommunications,9.3,Advanced Robotics
Autonomous Systems Engineer,110800,MI,PT,Switzerland,M,Switzerland,50,"Python, Computer Vision, Kubernetes, R, TensorFlow",PhD,3,Healthcare,5.9,TechCorp Inc
AI Software Engineer,117254,SE,FL,Austria,M,Austria,0,"SQL, Data Visualization, R, Spark, GCP",PhD,7,Government,9.3,Autonomous Tech
Autonomous Systems Engineer,136651,EX,FT,Singapore,S,Singapore,50,"Statistics, Python, AWS, PyTorch",Master,18,Real Estate,8.5,Autonomous Tech
Machine Learning Researcher,103434,MI,PT,Austria,M,Austria,100,"TensorFlow, Mathematics, Linux, SQL",PhD,2,Finance,5.4,Digital Transformation LLC
Machine Learning Engineer,133737,SE,CT,Japan,M,Japan,0,"Azure, GCP, Spark, MLOps, AWS",PhD,9,Retail,6.6,Cognitive Computing
Robotics Engineer,69645,MI,FT,Canada,S,Canada,100,"Git, Scala, Spark",PhD,2,Automotive,8.9,Cloud AI Solutions
AI Architect,33665,MI,CT,India,L,India,0,"Mathematics, Kubernetes, Docker, Scala",Associate,4,Finance,9.4,Advanced Robotics
Head of AI,38645,SE,FL,India,S,India,100,"TensorFlow, Docker, SQL, MLOps",PhD,7,Transportation,6.5,DataVision Ltd
Deep Learning Engineer,128736,SE,FT,Sweden,S,Turkey,0,"Git, Hadoop, Mathematics, SQL, R",PhD,5,Finance,6.1,Machine Intelligence Group
AI Specialist,94668,MI,PT,Sweden,S,Sweden,100,"Spark, SQL, Python",Bachelor,4,Manufacturing,5.5,Advanced Robotics
AI Research Scientist,103001,MI,PT,Canada,M,Finland,50,"Java, Kubernetes, PyTorch",Bachelor,4,Retail,9.7,Neural Networks Co
Data Scientist,77625,EN,FL,Israel,L,Israel,50,"AWS, Kubernetes, PyTorch, Docker",Bachelor,1,Technology,5.7,Digital Transformation LLC
Data Analyst,177617,EX,PT,France,M,France,0,"AWS, TensorFlow, Data Visualization, Deep Learning",Master,11,Gaming,8.0,Predictive Systems
ML Ops Engineer,72913,MI,FT,Canada,M,Canada,0,"R, SQL, Mathematics",PhD,3,Telecommunications,7.0,Cognitive Computing
ML Ops Engineer,93478,MI,FL,Sweden,S,Sweden,100,"AWS, SQL, Mathematics",PhD,4,Gaming,8.9,Cognitive Computing
AI Consultant,32768,EN,PT,China,L,China,50,"Python, SQL, Docker, Mathematics",Bachelor,1,Real Estate,7.9,Cognitive Computing
AI Architect,87092,EN,PT,Israel,L,Israel,50,"Kubernetes, Statistics, Scala",PhD,0,Healthcare,9.9,Predictive Systems
Machine Learning Researcher,212784,EX,FT,Switzerland,S,Switzerland,50,"NLP, Linux, Python, R, TensorFlow",Bachelor,14,Manufacturing,9.1,Predictive Systems
Data Analyst,68734,EN,FT,Canada,L,Malaysia,100,"Computer Vision, Python, TensorFlow, Docker",PhD,1,Finance,8.5,Algorithmic Solutions
AI Architect,71833,MI,FT,Canada,M,Belgium,100,"Java, SQL, Spark",Master,4,Telecommunications,8.3,Predictive Systems
Robotics Engineer,102987,MI,FT,Denmark,M,Denmark,0,"Python, GCP, MLOps, Azure, Hadoop",PhD,4,Retail,6.5,DataVision Ltd
Principal Data Scientist,77428,MI,PT,Singapore,S,Singapore,100,"PyTorch, Linux, SQL, Data Visualization",Master,4,Government,9.7,Machine Intelligence Group
ML Ops Engineer,94694,EN,CT,Norway,M,Romania,0,"Spark, Computer Vision, SQL",Associate,1,Gaming,8.5,TechCorp Inc
Deep Learning Engineer,121421,MI,FL,Denmark,M,Denmark,0,"Docker, AWS, Azure, Tableau, Spark",PhD,3,Telecommunications,9.4,Quantum Computing Inc
AI Architect,34334,MI,FT,India,M,Norway,50,"Hadoop, GCP, PyTorch, MLOps, TensorFlow",PhD,3,Government,5.8,Neural Networks Co
AI Specialist,99824,EN,FL,Switzerland,S,Switzerland,100,"Tableau, Linux, AWS, Python, Mathematics",Master,1,Manufacturing,9.4,DataVision Ltd
Data Scientist,219834,EX,PT,Austria,M,Austria,0,"Linux, Statistics, MLOps",Master,18,Retail,6.1,AI Innovations
Principal Data Scientist,105498,SE,FT,Finland,S,Finland,0,"Linux, R, Statistics, SQL, Java",Associate,8,Telecommunications,9.7,DeepTech Ventures
Data Scientist,63976,EN,FT,Canada,S,Egypt,0,"Spark, PyTorch, Statistics, Data Visualization, R",Associate,1,Technology,6.2,Machine Intelligence Group
AI Consultant,85232,MI,FT,France,M,France,100,"Linux, Scala, Statistics, Python",PhD,3,Energy,9.3,Predictive Systems
Computer Vision Engineer,78762,MI,FL,Netherlands,S,Malaysia,50,"AWS, Azure, Docker, Hadoop, TensorFlow",Associate,4,Gaming,7.5,Advanced Robotics
ML Ops Engineer,143355,SE,FL,Ireland,M,United States,100,"Python, Kubernetes, NLP",Bachelor,8,Manufacturing,8.8,AI Innovations
Data Analyst,124024,MI,FL,Denmark,L,Indonesia,0,"Spark, Python, Hadoop",Master,4,Manufacturing,6.0,Advanced Robotics
AI Consultant,155691,SE,CT,Austria,L,Brazil,100,"Hadoop, TensorFlow, GCP, Spark",PhD,6,Telecommunications,7.4,Smart Analytics
AI Software Engineer,69812,EN,FT,Japan,M,Brazil,50,"R, Java, Docker",Master,0,Gaming,8.4,Machine Intelligence Group
Machine Learning Engineer,76924,MI,FT,Austria,M,Portugal,50,"Spark, Azure, Kubernetes",PhD,3,Telecommunications,6.5,Cognitive Computing
Data Scientist,74836,MI,PT,South Korea,M,Singapore,100,"Statistics, NLP, GCP",Associate,2,Telecommunications,8.7,Neural Networks Co
AI Architect,72589,EN,FL,Finland,M,Finland,100,"Linux, Python, Hadoop, TensorFlow",Associate,1,Energy,7.0,Quantum Computing Inc
Research Scientist,64042,EN,CT,Singapore,S,Singapore,100,"Linux, SQL, Git, MLOps, Hadoop",Bachelor,1,Consulting,8.3,DataVision Ltd
Research Scientist,74172,MI,CT,Israel,M,Israel,100,"Statistics, Kubernetes, GCP, Spark",PhD,2,Government,7.5,Algorithmic Solutions
Autonomous Systems Engineer,117408,MI,PT,Switzerland,L,Switzerland,50,"Scala, MLOps, Hadoop, SQL",Master,2,Healthcare,7.4,Neural Networks Co
Data Analyst,55854,EN,FL,South Korea,S,South Korea,50,"Scala, TensorFlow, NLP",Bachelor,1,Government,8.4,Quantum Computing Inc
Head of AI,66974,MI,FT,Canada,S,Canada,100,"Python, Docker, TensorFlow, PyTorch",Master,3,Media,7.4,Future Systems
Deep Learning Engineer,113073,EN,PT,Denmark,L,Denmark,0,"Mathematics, SQL, Data Visualization, Python, R",PhD,0,Automotive,9.3,Neural Networks Co
Robotics Engineer,109849,SE,FL,Ireland,S,Ireland,0,"SQL, TensorFlow, MLOps",Master,5,Transportation,9.3,Smart Analytics
AI Architect,263402,EX,PT,Japan,L,Japan,0,"Kubernetes, Java, R, Statistics",Associate,11,Education,6.6,AI Innovations
AI Consultant,172103,EX,FL,France,S,Czech Republic,0,"R, SQL, Statistics, Azure, Computer Vision",Master,14,Manufacturing,7.4,DeepTech Ventures
Machine Learning Engineer,64888,EN,FL,Germany,L,Germany,50,"Spark, Linux, PyTorch, Java",Associate,1,Technology,5.1,Cloud AI Solutions
AI Consultant,50281,EN,FL,Canada,M,Czech Republic,100,"Spark, TensorFlow, Python",PhD,1,Media,6.4,AI Innovations
Data Analyst,59752,SE,FT,India,L,India,100,"Deep Learning, SQL, Data Visualization, PyTorch, Hadoop",Associate,8,Retail,6.7,Neural Networks Co
ML Ops Engineer,84203,MI,FL,France,L,France,100,"PyTorch, Mathematics, Scala",PhD,3,Real Estate,6.5,Predictive Systems
Autonomous Systems Engineer,85094,MI,FT,Sweden,S,Finland,100,"Scala, Azure, Spark",Master,3,Consulting,7.3,Digital Transformation LLC
AI Research Scientist,70103,EN,PT,South Korea,L,South Korea,100,"Mathematics, Computer Vision, Spark",Bachelor,1,Automotive,5.5,Digital Transformation LLC
AI Specialist,71116,MI,PT,Austria,S,Austria,50,"Mathematics, TensorFlow, Python, Computer Vision, Azure",Master,3,Finance,6.9,DeepTech Ventures
AI Research Scientist,46378,SE,FL,India,S,India,100,"SQL, NLP, PyTorch",Associate,9,Finance,9.2,Digital Transformation LLC
Data Engineer,151791,SE,FL,Switzerland,S,Switzerland,0,"Kubernetes, Mathematics, PyTorch, Spark",PhD,7,Media,6.5,Cognitive Computing
Autonomous Systems Engineer,80445,EN,FL,Israel,L,Vietnam,100,"Spark, Kubernetes, Linux, Deep Learning",Master,0,Automotive,5.6,Algorithmic Solutions
Machine Learning Engineer,114963,MI,CT,Netherlands,M,Netherlands,50,"PyTorch, Data Visualization, SQL, TensorFlow, Java",Master,4,Telecommunications,6.7,Future Systems
Deep Learning Engineer,171397,EX,FT,Germany,S,Germany,100,"Azure, Linux, Deep Learning",Master,17,Healthcare,5.5,Future Systems
AI Product Manager,146815,EX,PT,Sweden,S,Indonesia,0,"Computer Vision, PyTorch, Scala",Master,12,Consulting,5.4,Machine Intelligence Group
Data Engineer,50514,EN,PT,Canada,M,Philippines,100,"SQL, PyTorch, Tableau, NLP",PhD,1,Automotive,9.0,Cognitive Computing
Data Analyst,63653,EN,FT,United Kingdom,M,China,50,"Scala, Deep Learning, NLP, PyTorch",PhD,0,Government,7.2,Digital Transformation LLC
Head of AI,88392,MI,FT,France,S,France,50,"Data Visualization, R, GCP, SQL",PhD,2,Energy,5.8,Smart Analytics
AI Research Scientist,44344,MI,PT,China,L,China,100,"Scala, Mathematics, Deep Learning, Data Visualization, PyTorch",Associate,2,Transportation,7.7,Quantum Computing Inc
NLP Engineer,104745,SE,FL,United Kingdom,S,Denmark,100,"Docker, Linux, Data Visualization, R",Bachelor,7,Government,9.3,DataVision Ltd
Deep Learning Engineer,102032,MI,FL,Japan,M,Japan,100,"Kubernetes, Computer Vision, AWS, Azure",Associate,4,Healthcare,8.4,AI Innovations
Data Scientist,97294,SE,CT,Israel,M,Israel,50,"Azure, Java, Spark, Linux, R",PhD,7,Manufacturing,7.9,Quantum Computing Inc
Machine Learning Researcher,27770,EN,CT,India,L,India,50,"Deep Learning, PyTorch, MLOps, TensorFlow",PhD,0,Manufacturing,6.1,Machine Intelligence Group
Robotics Engineer,88454,SE,CT,Finland,S,Finland,0,"Docker, Hadoop, GCP, Java, Scala",PhD,7,Media,5.2,Predictive Systems
Data Analyst,112869,EX,FT,China,M,Latvia,50,"Scala, Python, NLP",PhD,19,Media,5.9,Quantum Computing Inc
Head of AI,101567,SE,FL,Australia,S,Australia,0,"Linux, Hadoop, MLOps",Master,6,Real Estate,9.1,Predictive Systems
ML Ops Engineer,208539,EX,FL,Canada,L,Canada,0,"SQL, Python, Git",PhD,16,Consulting,5.7,Neural Networks Co
AI Product Manager,165794,EX,FT,Norway,S,United States,100,"Python, Azure, R, Kubernetes",Bachelor,16,Gaming,8.6,Advanced Robotics
Autonomous Systems Engineer,118867,MI,FL,Norway,L,Norway,0,"MLOps, TensorFlow, Python",PhD,2,Telecommunications,9.9,Algorithmic Solutions
Data Analyst,99816,MI,CT,Ireland,L,Estonia,100,"Docker, Python, MLOps, Linux, TensorFlow",PhD,2,Retail,9.9,Advanced Robotics
Data Analyst,123996,SE,FL,France,L,United Kingdom,0,"Kubernetes, Scala, Spark, PyTorch, Java",Bachelor,8,Healthcare,8.0,Quantum Computing Inc
NLP Engineer,118601,EN,CT,Switzerland,L,Switzerland,50,"Kubernetes, Git, SQL, TensorFlow",Master,1,Government,5.3,TechCorp Inc
AI Research Scientist,166393,EX,PT,Austria,S,Egypt,100,"AWS, Kubernetes, MLOps",Associate,15,Finance,5.5,Neural Networks Co
Machine Learning Engineer,73184,EN,FL,Austria,M,Austria,100,"Python, SQL, GCP",Master,0,Automotive,7.1,Predictive Systems
Head of AI,142751,EX,FT,Austria,M,Austria,0,"Data Visualization, PyTorch, Tableau, Kubernetes",Bachelor,15,Technology,9.7,Algorithmic Solutions
AI Product Manager,66978,EN,FT,France,M,France,50,"Azure, Linux, Statistics, NLP",Associate,0,Gaming,9.4,Cloud AI Solutions
Data Engineer,214057,SE,FT,Norway,L,Norway,0,"Scala, Deep Learning, Computer Vision, Data Visualization, Docker",PhD,9,Education,7.3,DeepTech Ventures
AI Software Engineer,141179,SE,CT,Austria,M,Austria,100,"Java, Python, TensorFlow",Associate,7,Transportation,6.3,Advanced Robotics
Autonomous Systems Engineer,62379,EN,FT,Japan,L,Japan,50,"Deep Learning, Python, TensorFlow",Bachelor,1,Retail,6.0,Autonomous Tech
